cohort,skill_id,skill_name,skill_md_path,trigger_hits,constraint_hits,error_hits,io_hits,sequence_hits,example_hits,heading_count,ordered_list_count,bullet_list_count,code_fence_count,placeholder_count,spec_form_auto,trigger_score,constraint_score,step_score,error_score,io_score,example_score,structuredness_score
popular,wshobson-agents-plugins-observability-monitoring-skills-prometheus-configuration-skill-md,prometheus-configuration,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-observability-monitoring-skills-prometheus-configuration-skill-md/content/SKILL.md,2,0,1,0,0,3,37,10,69,14,0,mixed,20,0,15,8,0,15,58
popular,wshobson-agents-plugins-observability-monitoring-skills-slo-implementation-skill-md,slo-implementation,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-observability-monitoring-skills-slo-implementation-skill-md/content/SKILL.md,2,1,0,0,0,4,45,10,51,12,0,mixed,20,10,15,0,0,15,60
popular,wshobson-agents-plugins-payment-processing-skills-billing-automation-skill-md,billing-automation,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-payment-processing-skills-billing-automation-skill-md/content/SKILL.md,2,0,10,24,4,1,59,7,32,9,10,mixed,20,0,15,15,15,15,80
popular,wshobson-agents-plugins-payment-processing-skills-paypal-integration-skill-md,paypal-integration,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-payment-processing-skills-paypal-integration-skill-md/content/SKILL.md,2,2,0,18,4,0,47,7,36,8,25,mixed,20,20,15,0,15,15,85
popular,wshobson-agents-plugins-payment-processing-skills-pci-compliance-skill-md,pci-compliance,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-payment-processing-skills-pci-compliance-skill-md/content/SKILL.md,2,10,0,20,0,1,64,25,24,9,1,mixed,20,20,15,0,15,15,85
popular,wshobson-agents-plugins-payment-processing-skills-stripe-integration-skill-md,stripe-integration,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-payment-processing-skills-stripe-integration-skill-md/content/SKILL.md,2,2,2,13,2,2,45,8,47,13,6,mixed,20,20,15,15,15,15,100
popular,wshobson-agents-plugins-python-development-skills-async-python-patterns-skill-md,async-python-patterns,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-python-development-skills-async-python-patterns-skill-md/content/SKILL.md,2,6,0,30,1,7,62,11,17,25,37,mixed,20,20,15,0,15,15,85
popular,wshobson-agents-plugins-python-development-skills-python-anti-patterns-skill-md,python-anti-patterns,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-python-development-skills-python-anti-patterns-skill-md/content/SKILL.md,1,3,15,29,1,1,53,0,19,26,3,mixed,10,20,8,15,15,15,83
popular,wshobson-agents-plugins-python-development-skills-python-background-jobs-skill-md,python-background-jobs,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-python-development-skills-python-background-jobs-skill-md/content/SKILL.md,2,8,11,15,5,3,39,14,9,10,4,mixed,20,20,15,15,15,15,100
popular,wshobson-agents-plugins-python-development-skills-python-code-style-skill-md,python-code-style,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-python-development-skills-python-code-style-skill-md/content/SKILL.md,2,4,0,6,0,3,45,10,9,16,2,mixed,20,20,15,0,15,15,85
popular,wshobson-agents-plugins-python-development-skills-python-configuration-skill-md,python-configuration,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-python-development-skills-python-configuration-skill-md/content/SKILL.md,2,4,0,7,0,4,41,10,6,14,2,mixed,20,20,15,0,15,15,85
popular,wshobson-agents-plugins-python-development-skills-python-design-patterns-skill-md,python-design-patterns,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-python-development-skills-python-design-patterns-skill-md/content/SKILL.md,2,5,0,26,4,0,58,10,9,11,6,mixed,20,20,15,0,15,15,85
popular,wshobson-agents-plugins-python-development-skills-python-error-handling-skill-md,python-error-handling,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-python-development-skills-python-error-handling-skill-md/content/SKILL.md,2,6,2,34,0,3,31,10,6,9,13,mixed,20,20,15,15,15,15,100
popular,wshobson-agents-plugins-python-development-skills-python-observability-skill-md,python-observability,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-python-development-skills-python-observability-skill-md/content/SKILL.md,2,7,2,8,1,2,38,10,6,11,0,mixed,20,20,15,15,15,15,100
popular,wshobson-agents-plugins-python-development-skills-python-packaging-skill-md,python-packaging,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-python-development-skills-python-packaging-skill-md/content/SKILL.md,2,2,0,9,2,5,109,10,62,37,4,mixed,20,20,15,0,15,15,85
popular,wshobson-agents-plugins-python-development-skills-python-performance-optimization-skill-md,python-performance-optimization,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-python-development-skills-python-performance-optimization-skill-md/content/SKILL.md,2,3,0,48,2,5,105,10,47,25,5,mixed,20,20,15,0,15,15,85
popular,wshobson-agents-plugins-python-development-skills-python-project-structure-skill-md,python-project-structure,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-python-development-skills-python-project-structure-skill-md/content/SKILL.md,2,5,0,0,2,0,35,8,12,11,0,mixed,20,20,15,0,0,15,70
popular,wshobson-agents-plugins-python-development-skills-python-resilience-skill-md,python-resilience,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-python-development-skills-python-resilience-skill-md/content/SKILL.md,2,4,46,22,1,1,23,10,9,10,0,mixed,20,20,15,15,15,15,100
popular,wshobson-agents-plugins-python-development-skills-python-resource-management-skill-md,python-resource-management,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-python-development-skills-python-resource-management-skill-md/content/SKILL.md,2,3,1,21,5,0,36,10,6,10,1,mixed,20,20,15,8,15,15,93
popular,wshobson-agents-plugins-python-development-skills-python-testing-patterns-skill-md,python-testing-patterns,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-python-development-skills-python-testing-patterns-skill-md/content/SKILL.md,3,1,3,27,2,16,99,10,34,23,5,mixed,20,10,15,15,15,15,90
popular,wshobson-agents-plugins-python-development-skills-python-type-safety-skill-md,python-type-safety,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-python-development-skills-python-type-safety-skill-md/content/SKILL.md,2,0,1,31,0,0,44,10,11,12,1,mixed,20,0,15,8,15,15,73
popular,wshobson-agents-plugins-python-development-skills-uv-package-manager-skill-md,uv-package-manager,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-python-development-skills-uv-package-manager-skill-md/content/SKILL.md,2,1,1,4,1,0,227,20,43,36,4,mixed,20,10,15,8,15,15,83
popular,wshobson-agents-plugins-quantitative-trading-skills-backtesting-frameworks-skill-md,backtesting-frameworks,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-quantitative-trading-skills-backtesting-frameworks-skill-md/content/SKILL.md,2,11,0,73,4,1,41,0,19,7,2,mixed,20,20,15,0,15,15,85
popular,wshobson-agents-plugins-quantitative-trading-skills-risk-metrics-calculation-skill-md,risk-metrics-calculation,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-quantitative-trading-skills-risk-metrics-calculation-skill-md/content/SKILL.md,2,7,0,125,0,0,35,0,19,6,4,mixed,20,20,0,0,15,15,70
popular,wshobson-agents-plugins-reverse-engineering-skills-anti-reversing-techniques-skill-md,anti-reversing-techniques,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-reverse-engineering-skills-anti-reversing-techniques-skill-md/content/SKILL.md,1,1,0,10,0,1,45,18,49,26,0,mixed,10,10,15,0,15,15,65
popular,wshobson-agents-plugins-reverse-engineering-skills-binary-analysis-patterns-skill-md,binary-analysis-patterns,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-reverse-engineering-skills-binary-analysis-patterns-skill-md/content/SKILL.md,1,0,4,11,8,3,36,7,5,21,1,mixed,10,0,15,15,15,15,70
popular,wshobson-agents-plugins-reverse-engineering-skills-memory-forensics-skill-md,memory-forensics,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-reverse-engineering-skills-memory-forensics-skill-md/content/SKILL.md,1,0,0,7,3,0,135,9,5,24,0,mixed,10,0,15,0,15,15,55
popular,wshobson-agents-plugins-reverse-engineering-skills-protocol-reverse-engineering-skill-md,protocol-reverse-engineering,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-reverse-engineering-skills-protocol-reverse-engineering-skill-md/content/SKILL.md,1,0,0,11,2,2,98,7,13,20,1,mixed,10,0,15,0,15,15,55
popular,wshobson-agents-plugins-security-scanning-skills-attack-tree-construction-skill-md,attack-tree-construction,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-security-scanning-skills-attack-tree-construction-skill-md/content/SKILL.md,2,5,1,48,1,1,24,0,19,5,18,mixed,20,20,8,8,15,15,86
popular,wshobson-agents-plugins-security-scanning-skills-sast-configuration-skill-md,sast-configuration,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-security-scanning-skills-sast-configuration-skill-md/content/SKILL.md,2,0,1,2,1,2,33,15,60,6,1,mixed,20,0,15,8,15,15,73
popular,wshobson-agents-plugins-security-scanning-skills-security-requirement-extraction-skill-md,security-requirement-extraction,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-security-scanning-skills-security-requirement-extraction-skill-md/content/SKILL.md,2,8,0,32,0,1,28,0,36,5,58,structured_template,20,20,0,0,15,15,70
popular,wshobson-agents-plugins-security-scanning-skills-stride-analysis-patterns-skill-md,stride-analysis-patterns,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-security-scanning-skills-stride-analysis-patterns-skill-md/content/SKILL.md,2,6,0,23,0,0,35,9,40,7,4,mixed,20,20,15,0,15,15,85
popular,wshobson-agents-plugins-security-scanning-skills-threat-mitigation-mapping-skill-md,threat-mitigation-mapping,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-security-scanning-skills-threat-mitigation-mapping-skill-md/content/SKILL.md,2,6,1,35,2,1,38,0,28,6,8,mixed,20,20,8,8,15,15,86
popular,wshobson-agents-plugins-shell-scripting-skills-bash-defensive-patterns-skill-md,bash-defensive-patterns,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-shell-scripting-skills-bash-defensive-patterns-skill-md/content/SKILL.md,2,0,2,44,15,0,69,14,15,17,12,mixed,20,0,15,15,15,15,80
popular,wshobson-agents-plugins-shell-scripting-skills-bats-testing-patterns-skill-md,bats-testing-patterns,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-shell-scripting-skills-bats-testing-patterns-skill-md/content/SKILL.md,2,2,0,52,7,0,66,10,21,21,60,mixed,20,20,15,0,15,15,85
popular,wshobson-agents-plugins-shell-scripting-skills-shellcheck-configuration-skill-md,shellcheck-configuration,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-shell-scripting-skills-shellcheck-configuration-skill-md/content/SKILL.md,2,7,1,18,12,1,102,8,18,26,8,mixed,20,20,15,8,15,15,93
popular,wshobson-agents-plugins-startup-business-analyst-skills-competitive-landscape-skill-md,competitive-landscape,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-startup-business-analyst-skills-competitive-landscape-skill-md/content/SKILL.md,0,1,0,1,3,20,36,20,172,4,0,structured_template,0,10,15,0,8,15,48
popular,wshobson-agents-plugins-startup-business-analyst-skills-market-sizing-analysis-skill-md,market-sizing-analysis,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-startup-business-analyst-skills-market-sizing-analysis-skill-md/content/SKILL.md,7,3,0,0,12,15,29,50,114,9,0,mixed,20,20,15,0,0,15,70
popular,wshobson-agents-plugins-startup-business-analyst-skills-startup-financial-modeling-skill-md,startup-financial-modeling,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-startup-business-analyst-skills-startup-financial-modeling-skill-md/content/SKILL.md,0,1,1,2,11,9,32,13,164,9,0,mixed,0,10,15,8,15,15,63
popular,wshobson-agents-plugins-startup-business-analyst-skills-startup-metrics-framework-skill-md,startup-metrics-framework,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-startup-business-analyst-skills-startup-metrics-framework-skill-md/content/SKILL.md,0,3,0,2,3,11,37,21,105,27,0,mixed,0,20,15,0,15,15,65
popular,wshobson-agents-plugins-startup-business-analyst-skills-team-composition-analysis-skill-md,team-composition-analysis,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-startup-business-analyst-skills-team-composition-analysis-skill-md/content/SKILL.md,0,0,0,0,11,7,36,8,138,6,0,mixed,0,0,15,0,0,15,30
popular,wshobson-agents-plugins-systems-programming-skills-go-concurrency-patterns-skill-md,go-concurrency-patterns,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-systems-programming-skills-go-concurrency-patterns-skill-md/content/SKILL.md,2,11,0,38,2,1,22,0,19,10,1,mixed,20,20,8,0,15,15,78
popular,wshobson-agents-plugins-systems-programming-skills-memory-safety-patterns-skill-md,memory-safety-patterns,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-systems-programming-skills-memory-safety-patterns-skill-md/content/SKILL.md,2,8,2,13,2,0,21,0,19,10,0,mixed,20,20,8,15,15,15,93
popular,wshobson-agents-plugins-systems-programming-skills-rust-async-patterns-skill-md,rust-async-patterns,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-systems-programming-skills-rust-async-patterns-skill-md/content/SKILL.md,2,10,0,2,3,1,20,0,19,11,0,mixed,20,20,15,0,15,15,85
popular,wshobson-agents-plugins-ui-design-skills-accessibility-compliance-skill-md,accessibility-compliance,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-ui-design-skills-accessibility-compliance-skill-md/content/SKILL.md,2,3,0,14,2,0,21,8,45,6,16,mixed,20,20,15,0,15,15,85
popular,wshobson-agents-plugins-ui-design-skills-design-system-patterns-skill-md,design-system-patterns,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-ui-design-skills-design-system-patterns-skill-md/content/SKILL.md,2,1,0,12,0,0,16,7,39,5,1,structured_template,20,10,15,0,15,15,75
popular,wshobson-agents-plugins-ui-design-skills-interaction-design-skill-md,interaction-design,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-ui-design-skills-interaction-design-skill-md/content/SKILL.md,2,2,0,9,1,0,20,7,21,12,10,mixed,20,20,15,0,15,15,85
popular,wshobson-agents-plugins-ui-design-skills-mobile-android-design-skill-md,mobile-android-design,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-ui-design-skills-mobile-android-design-skill-md/content/SKILL.md,2,1,0,0,0,1,12,8,22,9,0,mixed,20,10,15,0,0,15,60
popular,wshobson-agents-plugins-ui-design-skills-mobile-ios-design-skill-md,mobile-ios-design,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-ui-design-skills-mobile-ios-design-skill-md/content/SKILL.md,2,2,0,1,1,0,12,8,21,9,0,mixed,20,20,15,0,8,15,78
popular,wshobson-agents-plugins-ui-design-skills-react-native-design-skill-md,react-native-design,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-ui-design-skills-react-native-design-skill-md/content/SKILL.md,2,2,0,8,0,0,12,8,19,9,22,mixed,20,20,15,0,15,15,85
popular,wshobson-agents-plugins-ui-design-skills-responsive-design-skill-md,responsive-design,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-ui-design-skills-responsive-design-skill-md/content/SKILL.md,2,1,1,9,5,0,20,8,36,11,25,mixed,20,10,15,8,15,15,83
popular,wshobson-agents-plugins-ui-design-skills-visual-design-foundations-skill-md,visual-design-foundations,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-ui-design-skills-visual-design-foundations-skill-md/content/SKILL.md,2,2,0,5,1,0,24,7,22,12,1,mixed,20,20,15,0,15,15,85
popular,wshobson-agents-plugins-ui-design-skills-web-component-design-skill-md,web-component-design,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-ui-design-skills-web-component-design-skill-md/content/SKILL.md,2,0,0,4,5,0,14,7,21,8,12,mixed,20,0,15,0,15,15,65
popular,yamadashy-repomix-browser-claude-skills-browser-extension-developer-skill-md,browser-extension-developer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/yamadashy-repomix-browser-claude-skills-browser-extension-developer-skill-md/content/SKILL.md,1,0,0,1,0,0,5,0,6,1,0,natural_language,10,0,0,0,8,8,26
popular,yamadashy-repomix-claude-skills-agent-memory-skill-md,agent-memory,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/yamadashy-repomix-claude-skills-agent-memory-skill-md/content/SKILL.md,1,1,0,1,5,2,19,8,21,6,0,mixed,10,10,15,0,8,15,58
popular,yamadashy-repomix-claude-skills-repomix-explorer-skill-md,repomix-explorer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/yamadashy-repomix-claude-skills-repomix-explorer-skill-md/content/SKILL.md,1,7,1,46,20,8,41,42,76,10,0,mixed,10,20,15,8,15,15,83
popular,yamadashy-repomix-website-claude-skills-website-maintainer-skill-md,website-maintainer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/yamadashy-repomix-website-claude-skills-website-maintainer-skill-md/content/SKILL.md,1,0,0,0,0,1,5,4,6,1,0,structured_template,10,0,15,0,0,8,33
popular,zhayujie-chatgpt-on-wechat-skills-linkai-agent-skill-md,linkai-agent,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/zhayujie-chatgpt-on-wechat-skills-linkai-agent-skill-md/content/SKILL.md,0,1,1,9,5,2,23,5,31,8,0,mixed,0,10,15,8,15,15,63
popular,zhayujie-chatgpt-on-wechat-skills-openai-image-vision-skill-md,openai-image-vision,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/zhayujie-chatgpt-on-wechat-skills-openai-image-vision-skill-md/content/SKILL.md,0,5,0,4,0,2,20,2,10,9,0,mixed,0,20,15,0,15,15,65
popular,zhayujie-chatgpt-on-wechat-skills-skill-creator-skill-md,skill-creator,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/zhayujie-chatgpt-on-wechat-skills-skill-creator-skill-md/content/SKILL.md,9,17,2,17,20,41,27,36,83,10,1,mixed,20,20,15,15,15,15,100
popular,zhayujie-chatgpt-on-wechat-skills-web-fetch-skill-md,web-fetch,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/zhayujie-chatgpt-on-wechat-skills-web-fetch-skill-md/content/SKILL.md,0,0,0,5,0,5,8,0,8,3,0,structured_template,0,0,0,0,15,15,30
popular,zulip-zulip-claude-skills-fix-backend-coverage-skill-md,fix-backend-coverage,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/zulip-zulip-claude-skills-fix-backend-coverage-skill-md/content/SKILL.md,2,2,0,8,2,0,9,0,14,4,1,structured_template,20,20,8,0,15,15,78
random,0bserver07-bourbaki-src-skills-sequence-limit-skill-md,sequence-limit,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/0bserver07-bourbaki-src-skills-sequence-limit-skill-md/content/SKILL.md,1,20,0,2,11,5,20,17,19,3,1,mixed,10,20,15,0,15,15,75
random,1mangesh1-hipaa-guardian-skills-hipaa-guardian-skill-md,hipaa-guardian,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/1mangesh1-hipaa-guardian-skills-hipaa-guardian-skill-md/content/SKILL.md,0,3,1,16,13,11,48,33,108,7,0,mixed,0,20,15,8,15,15,73
random,333-333-333-agents-skills-flutter-scaffold-skill-md,flutter-scaffold,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/333-333-333-agents-skills-flutter-scaffold-skill-md/content/SKILL.md,1,1,0,0,1,1,10,9,8,3,28,structured_template,10,10,15,0,15,15,65
random,333-333-333-agents-skills-go-resilience-skill-md,go-resilience,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/333-333-333-agents-skills-go-resilience-skill-md/content/SKILL.md,1,4,19,5,0,1,11,3,10,4,0,structured_template,10,20,15,15,15,15,90
random,90le-openclaw-skills-hub-skills-automation-workflow-skill-md,workflow,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/90le-openclaw-skills-hub-skills-automation-workflow-skill-md/content/SKILL.md,0,0,0,0,11,0,17,0,5,9,0,mixed,0,0,15,0,0,15,30
random,92bilal26-taskpilotai-claude-skills-ai-collaborate-teaching-skill-md,ai-collaborate-teaching,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/92bilal26-taskpilotai-claude-skills-ai-collaborate-teaching-skill-md/content/SKILL.md,2,4,2,5,3,2,29,16,49,6,0,mixed,20,20,15,15,15,15,100
random,a4b-corporation-xtalent-docs-00-global-note-ontology-builder-pipeline-skills-phase-2-analyze-skill-md,ontology-phase-2-analyze,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/a4b-corporation-xtalent-docs-00-global-note-ontology-builder-pipeline-skills-phase-2-analyze-skill-md/content/SKILL.md,1,3,0,8,28,6,51,33,96,18,0,mixed,10,20,15,0,15,15,75
random,a5c-ai-babysitter-breakpoints-codex-skills-babysitter-breakpoint-skill-md,babysitter-breakpoint,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/a5c-ai-babysitter-breakpoints-codex-skills-babysitter-breakpoint-skill-md/content/SKILL.md,0,0,0,5,3,1,3,3,0,1,0,structured_template,0,0,15,0,15,8,38
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-algorithms-optimization-skills-interview-problem-bank-skill-md,interview-problem-bank,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-algorithms-optimization-skills-interview-problem-bank-skill-md/content/SKILL.md,0,0,0,2,2,0,41,10,52,7,0,mixed,0,0,15,0,15,15,45
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-data-science-ml-skills-seldon-model-deployer-skill-md,seldon-model-deployer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-data-science-ml-skills-seldon-model-deployer-skill-md/content/SKILL.md,0,1,1,4,0,1,8,0,20,3,0,structured_template,0,10,0,8,15,15,48
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-business-sales-skills-apollo-prospecting-skill-md,apollo-prospecting,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-business-sales-skills-apollo-prospecting-skill-md/content/SKILL.md,0,0,0,0,0,0,13,0,28,3,0,structured_template,0,0,0,0,0,15,15
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-science-civil-engineering-skills-highway-alignment-designer-skill-md,highway-alignment-designer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-science-civil-engineering-skills-highway-alignment-designer-skill-md/content/SKILL.md,2,0,0,2,0,0,10,0,41,1,0,structured_template,20,0,0,0,15,8,43
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-science-nanotechnology-skills-nanocatalyst-performance-analyzer-skill-md,nanocatalyst-performance-analyzer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-domains-science-nanotechnology-skills-nanocatalyst-performance-analyzer-skill-md/content/SKILL.md,0,0,0,4,0,0,8,3,23,2,0,structured_template,0,0,15,0,15,15,45
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-game-development-skills-fluid-simulation-skill-md,fluid-simulation,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-game-development-skills-fluid-simulation-skill-md/content/SKILL.md,0,0,0,0,0,0,2,0,4,0,0,natural_language,0,0,0,0,0,0,0
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-game-development-skills-unreal-development-skill-md,unreal-development,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-game-development-skills-unreal-development-skill-md/content/SKILL.md,1,1,0,10,0,2,24,6,38,7,3,mixed,10,10,15,0,15,15,65
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-product-management-skills-feedback-aggregation-skill-md,customer-feedback-aggregation,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-product-management-skills-feedback-aggregation-skill-md/content/SKILL.md,0,0,0,6,0,2,11,0,29,3,0,structured_template,0,0,0,0,15,15,30
random,a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-ux-ui-design-skills-contrast-checker-skill-md,contrast-checker,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/a5c-ai-babysitter-plugins-babysitter-skills-babysit-process-specializations-ux-ui-design-skills-contrast-checker-skill-md/content/SKILL.md,0,0,0,4,0,1,8,0,18,3,0,structured_template,0,0,0,0,15,15,30
random,aarshps-varisankya-android-agent-skills-project-cleanup-skill-md,project-cleanup-guidelines,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/aarshps-varisankya-android-agent-skills-project-cleanup-skill-md/content/SKILL.md,0,3,0,10,0,0,10,3,17,2,1,structured_template,0,20,15,0,15,15,65
random,abdullahbokl-boklo-wallet-agent-skills-architecture-guard-skill-md,architecture-guard,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/abdullahbokl-boklo-wallet-agent-skills-architecture-guard-skill-md/content/SKILL.md,1,0,0,1,0,0,3,4,10,0,0,structured_template,10,0,15,0,8,0,33
random,abejitsu-game-settings-panel-claude-skills-generate-output-skill-md,generate-output,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/abejitsu-game-settings-panel-claude-skills-generate-output-skill-md/content/SKILL.md,0,1,1,10,4,9,21,11,54,2,0,structured_template,0,10,15,8,15,15,63
random,ablassejr-dotfiles-dot-claude-skills-test-data-generator-skill-md,generating-test-data,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/ablassejr-dotfiles-dot-claude-skills-test-data-generator-skill-md/content/SKILL.md,2,0,0,8,0,3,8,9,8,0,0,structured_template,20,0,15,0,15,15,65
