cohort,skill_id,skill_dirname,skill_name,author,stars,updated_at,github_url,skill_url,file_count,dir_count,max_depth,total_bytes,local_content_path,has_skill_md,skill_md_relpath,skill_md_lines,skill_md_words,heading_count,code_fence_count,ordered_list_count,bullet_list_count,step_signal_count,example_signal_count,boundary_signal_count,placeholder_count,version_mention_count,license_mention_count,has_scripts,has_templates,has_docs,has_config,has_license_file,taxonomy_labels,security_positive_score,security_risk_score,has_security_risk_signal
popular,davila7-claude-code-templates-cli-tool-components-skills-development-jupyter-notebook-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-jupyter-notebook-skill-md,jupyter-notebook,davila7,20041,1770514388,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/jupyter-notebook,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-jupyter-notebook-skill-md,12,4,2,30879,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-jupyter-notebook-skill-md/content,True,SKILL.md,108,564,10,8,6,19,5,1,4,7,2,0,True,True,True,True,True,coding_dev;documentation_writing;research_analysis;workflow_automation,5,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-nosql-expert-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-nosql-expert-skill-md,nosql-expert,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/nosql-expert,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-nosql-expert-skill-md,1,0,1,5891,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-nosql-expert-skill-md/content,True,SKILL.md,111,794,15,0,3,27,3,0,5,0,2,0,False,True,False,False,False,coding_dev;data_ml_ai;documentation_writing;workflow_automation,5,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-prisma-expert-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-prisma-expert-skill-md,prisma-expert,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/prisma-expert,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-prisma-expert-skill-md,1,0,1,10249,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-prisma-expert-skill-md/content,True,SKILL.md,355,1242,37,26,21,52,1,0,7,0,0,0,False,True,False,False,False,devops_infra;data_ml_ai;workflow_automation,5,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-typescript-expert-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-typescript-expert-skill-md,typescript-expert,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/typescript-expert,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-typescript-expert-skill-md,5,2,2,40342,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-typescript-expert-skill-md/content,True,SKILL.md,429,1846,63,32,15,92,3,2,16,1,1,0,True,True,True,True,False,coding_dev;data_ml_ai;research_analysis;integration_tools,5,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-quality-audit-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-web-quality-audit-skill-md,web-quality-audit,davila7,20041,1769895150,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/web-quality-audit,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-web-quality-audit-skill-md,2,1,2,8641,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-quality-audit-skill-md/content,True,SKILL.md,170,835,19,2,7,74,5,1,3,0,3,1,True,True,False,False,False,coding_dev;devops_infra;security;documentation_writing;product_design,5,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md,web-to-markdown,davila7,20041,1769302602,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/web-to-markdown,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md,2,0,1,10193,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-web-to-markdown-skill-md/content,True,SKILL.md,77,496,7,0,0,40,5,0,4,0,1,0,False,True,False,False,False,coding_dev;documentation_writing;workflow_automation,5,0,False
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-regulatory-affairs-head-skill-md,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-regulatory-affairs-head-skill-md,regulatory-affairs-head,davila7,20041,1766196856,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/enterprise-communication/regulatory-affairs-head,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-regulatory-affairs-head-skill-md,5,3,2,21599,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-regulatory-affairs-head-skill-md/content,True,SKILL.md,127,574,13,2,5,48,4,0,0,0,0,0,True,True,True,False,False,coding_dev;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation,5,0,False
popular,github-awesome-copilot-skills-create-web-form-skill-md,github-awesome-copilot-skills-create-web-form-skill-md,create-web-form,github,20780,1770690437,https://github.com/github/awesome-copilot/tree/main/skills/create-web-form,https://skillsmp.com/skills/github-awesome-copilot-skills-create-web-form-skill-md,25,1,2,497697,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/github-awesome-copilot-skills-create-web-form-skill-md/content,True,SKILL.md,85,505,11,0,8,40,0,2,0,0,0,0,False,False,True,False,False,coding_dev;security;documentation_writing;product_design;integration_tools,5,0,False
popular,github-awesome-copilot-skills-powerbi-modeling-skill-md,github-awesome-copilot-skills-powerbi-modeling-skill-md,powerbi-modeling,github,20780,1770112195,https://github.com/github/awesome-copilot/tree/main/skills/powerbi-modeling,https://skillsmp.com/skills/github-awesome-copilot-skills-powerbi-modeling-skill-md,6,1,2,28508,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/github-awesome-copilot-skills-powerbi-modeling-skill-md/content,True,SKILL.md,153,655,16,8,7,32,2,0,1,0,0,0,False,False,True,False,False,coding_dev;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;integration_tools,5,0,False
popular,google-gemini-gemini-cli-gemini-skills-docs-changelog-skill-md,google-gemini-gemini-cli-gemini-skills-docs-changelog-skill-md,docs-changelog,google-gemini,94166,1770434009,https://github.com/google-gemini/gemini-cli/tree/main/.gemini/skills/docs-changelog,https://skillsmp.com/skills/google-gemini-gemini-cli-gemini-skills-docs-changelog-skill-md,5,1,2,12229,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/google-gemini-gemini-cli-gemini-skills-docs-changelog-skill-md/content,True,SKILL.md,166,1071,12,0,16,33,5,3,6,8,16,0,False,True,True,False,False,coding_dev;documentation_writing;workflow_automation;integration_tools,5,0,False
popular,google-gemini-gemini-cli-gemini-skills-pr-creator-skill-md,google-gemini-gemini-cli-gemini-skills-pr-creator-skill-md,pr-creator,google-gemini,94166,1770701890,https://github.com/google-gemini/gemini-cli/tree/main/.gemini/skills/pr-creator,https://skillsmp.com/skills/google-gemini-gemini-cli-gemini-skills-pr-creator-skill-md,1,0,1,3700,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/google-gemini-gemini-cli-gemini-skills-pr-creator-skill-md/content,True,SKILL.md,93,520,8,10,8,16,3,0,6,0,0,0,False,False,False,False,False,workflow_automation;product_design;integration_tools,5,0,False
popular,langgenius-dify-agents-skills-frontend-testing-skill-md,langgenius-dify-agents-skills-frontend-testing-skill-md,frontend-testing,langgenius,129325,1769680690,https://github.com/langgenius/dify/tree/main/.agents/skills/frontend-testing,https://skillsmp.com/skills/langgenius-dify-agents-skills-frontend-testing-skill-md,10,2,2,98074,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/langgenius-dify-agents-skills-frontend-testing-skill-md/content,True,SKILL.md,325,1201,34,12,12,47,12,3,8,2,3,0,True,True,True,False,False,coding_dev;documentation_writing;workflow_automation;integration_tools,5,0,False
popular,leonardomso-33-js-concepts-claude-skills-fact-check-skill-md,leonardomso-33-js-concepts-claude-skills-fact-check-skill-md,fact-check,leonardomso,66250,1769191334,https://github.com/leonardomso/33-js-concepts/tree/master/.claude/skills/fact-check,https://skillsmp.com/skills/leonardomso-33-js-concepts-claude-skills-fact-check-skill-md,1,0,1,20221,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/leonardomso-33-js-concepts-claude-skills-fact-check-skill-md/content,True,SKILL.md,649,2512,76,20,33,85,9,20,6,6,12,0,False,False,False,False,False,coding_dev;documentation_writing;workflow_automation,5,0,False
popular,lobehub-lobehub-agents-skills-zustand-skill-md,lobehub-lobehub-agents-skills-zustand-skill-md,zustand,lobehub,72172,1769178618,https://github.com/lobehub/lobehub/tree/main/.agents/skills/zustand,https://skillsmp.com/skills/lobehub-lobehub-agents-skills-zustand-skill-md,3,1,2,11565,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/lobehub-lobehub-agents-skills-zustand-skill-md/content,True,SKILL.md,179,549,15,8,0,41,0,0,8,0,0,0,False,False,True,False,False,coding_dev;product_design,5,0,False
popular,metabase-metabase-claude-skills-analytics-events-skill-md,metabase-metabase-claude-skills-analytics-events-skill-md,analytics-events,metabase,45914,1769071002,https://github.com/metabase/metabase/tree/master/.claude/skills/analytics-events,https://skillsmp.com/skills/metabase-metabase-claude-skills-analytics-events-skill-md,1,0,1,13330,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/metabase-metabase-claude-skills-analytics-events-skill-md/content,True,SKILL.md,504,1305,36,42,10,20,7,9,6,2,0,0,False,False,False,False,False,coding_dev;product_design,5,0,False
popular,payloadcms-payload-claude-skills-triage-ci-flake-skill-md,payloadcms-payload-claude-skills-triage-ci-flake-skill-md,triage-ci-flake,payloadcms,40485,1768504094,https://github.com/payloadcms/payload/tree/main/.claude/skills/triage-ci-flake,https://skillsmp.com/skills/payloadcms-payload-claude-skills-triage-ci-flake-skill-md,1,0,1,15658,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/payloadcms-payload-claude-skills-triage-ci-flake-skill-md/content,True,SKILL.md,420,2150,64,14,25,66,35,1,11,18,0,0,False,False,False,False,False,coding_dev;research_analysis;workflow_automation;integration_tools,5,0,False
popular,payloadcms-payload-tools-claude-plugin-skills-payload-skill-md,payloadcms-payload-tools-claude-plugin-skills-payload-skill-md,payload,payloadcms,40485,1767123298,https://github.com/payloadcms/payload/tree/main/tools/claude-plugin/skills/payload,https://skillsmp.com/skills/payloadcms-payload-tools-claude-plugin-skills-payload-skill-md,12,1,2,163735,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/payloadcms-payload-tools-claude-plugin-skills-payload-skill-md/content,True,SKILL.md,393,1508,19,26,0,18,4,5,1,2,0,0,False,False,True,False,False,coding_dev;devops_infra;security;workflow_automation;integration_tools,5,0,False
popular,shubhamsaboo-awesome-llm-apps-awesome-agent-skills-fullstack-developer-skill-md,shubhamsaboo-awesome-llm-apps-awesome-agent-skills-fullstack-developer-skill-md,fullstack-developer,Shubhamsaboo,93574,1770167437,https://github.com/Shubhamsaboo/awesome-llm-apps/tree/main/awesome_agent_skills/fullstack-developer,https://skillsmp.com/skills/shubhamsaboo-awesome-llm-apps-awesome-agent-skills-fullstack-developer-skill-md,1,0,1,7449,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/shubhamsaboo-awesome-llm-apps-awesome-agent-skills-fullstack-developer-skill-md/content,True,SKILL.md,298,850,21,18,11,49,10,2,2,3,1,1,False,False,False,False,False,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;product_design;integration_tools,5,0,False
popular,supabase-supabase-claude-skills-e2e-studio-tests-skill-md,supabase-supabase-claude-skills-e2e-studio-tests-skill-md,e2e-studio-tests,supabase,97457,1769777864,https://github.com/supabase/supabase/tree/master/.claude/skills/e2e-studio-tests,https://skillsmp.com/skills/supabase-supabase-claude-skills-e2e-studio-tests-skill-md,1,0,1,6165,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/supabase-supabase-claude-skills-e2e-studio-tests-skill-md/content,True,SKILL.md,233,842,27,42,11,9,5,0,3,0,0,0,False,False,False,False,False,coding_dev;documentation_writing;workflow_automation;product_design;integration_tools,5,0,False
popular,vercel-next-js-claude-skills-update-docs-skill-md,vercel-next-js-claude-skills-update-docs-skill-md,update-docs,vercel,137594,1769069487,https://github.com/vercel/next.js/tree/canary/.claude/skills/update-docs,https://skillsmp.com/skills/vercel-next-js-claude-skills-update-docs-skill-md,3,1,2,21054,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/vercel-next-js-claude-skills-update-docs-skill-md/content,True,SKILL.md,264,966,31,20,9,23,37,13,0,0,0,0,False,False,True,False,False,coding_dev;documentation_writing;workflow_automation,5,0,False
popular,wshobson-agents-plugins-cloud-infrastructure-skills-multi-cloud-architecture-skill-md,wshobson-agents-plugins-cloud-infrastructure-skills-multi-cloud-architecture-skill-md,multi-cloud-architecture,wshobson,28328,1768860423,https://github.com/wshobson/agents/tree/main/plugins/cloud-infrastructure/skills/multi-cloud-architecture,https://skillsmp.com/skills/wshobson-agents-plugins-cloud-infrastructure-skills-multi-cloud-architecture-skill-md,1,0,1,5266,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-cloud-infrastructure-skills-multi-cloud-architecture-skill-md/content,True,SKILL.md,181,579,26,2,18,52,0,0,0,0,0,0,False,False,False,False,False,coding_dev;devops_infra;security;documentation_writing,5,0,False
random,adrianpuiu-specification-document-generator-specification-architect-skill-md,adrianpuiu-specification-document-generator-specification-architect-skill-md,specification-architect,adrianpuiu,30,1767400772,https://github.com/adrianpuiu/specification-document-generator/tree/master/specification-architect,https://skillsmp.com/skills/adrianpuiu-specification-document-generator-specification-architect-skill-md,17,5,3,121834,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/adrianpuiu-specification-document-generator-specification-architect-skill-md/content,True,SKILL.md,328,1836,47,16,31,78,4,4,3,0,7,0,True,True,True,True,False,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;integration_tools,5,0,False
random,avra-cadavra-avrai-cursor-skills-signal-protocol-integration-skill-md,avra-cadavra-avrai-cursor-skills-signal-protocol-integration-skill-md,signal-protocol-integration,AVRA-CADAVRA,0,1768949921,https://github.com/AVRA-CADAVRA/avrai/tree/main/.cursor/skills/signal-protocol-integration,https://skillsmp.com/skills/avra-cadavra-avrai-cursor-skills-signal-protocol-integration-skill-md,1,0,1,4102,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/avra-cadavra-avrai-cursor-skills-signal-protocol-integration-skill-md/content,True,SKILL.md,162,404,12,8,5,15,0,0,1,0,0,0,False,False,False,False,False,coding_dev;security;integration_tools,5,0,False
random,avvale-aurora-cli-src-templates-back-application-claude-skills-aurora-sheets-sync-skill-md,avvale-aurora-cli-src-templates-back-application-claude-skills-aurora-sheets-sync-skill-md,aurora-sheets-sync,avvale,2,1770642725,https://github.com/avvale/aurora-cli/tree/main/src/templates/back/application/.claude/skills/aurora-sheets-sync,https://skillsmp.com/skills/avvale-aurora-cli-src-templates-back-application-claude-skills-aurora-sheets-sync-skill-md,1,0,1,5333,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/avvale-aurora-cli-src-templates-back-application-claude-skills-aurora-sheets-sync-skill-md/content,True,SKILL.md,177,628,22,8,5,20,1,0,3,1,1,1,False,True,False,False,False,coding_dev;devops_infra;security;documentation_writing,5,0,False
random,code0100fun-botfiles-plugins-zig-dev-skills-error-handling-validator-skill-md,code0100fun-botfiles-plugins-zig-dev-skills-error-handling-validator-skill-md,error-handling-validator,code0100fun,0,1770583972,https://github.com/code0100fun/botfiles/tree/main/plugins/zig-dev/skills/error-handling-validator,https://skillsmp.com/skills/code0100fun-botfiles-plugins-zig-dev-skills-error-handling-validator-skill-md,1,0,1,9570,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/code0100fun-botfiles-plugins-zig-dev-skills-error-handling-validator-skill-md/content,True,SKILL.md,385,1186,22,30,6,23,2,0,2,4,0,0,False,False,False,False,False,coding_dev;documentation_writing;workflow_automation,5,0,False
random,daymade-claude-code-skills-repomix-unmixer-skill-md,daymade-claude-code-skills-repomix-unmixer-skill-md,repomix-unmixer,daymade,565,1761464548,https://github.com/daymade/claude-code-skills/tree/main/repomix-unmixer,https://skillsmp.com/skills/daymade-claude-code-skills-repomix-unmixer-skill-md,5,2,2,38646,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/daymade-claude-code-skills-repomix-unmixer-skill-md/content,True,SKILL.md,310,1103,44,30,19,33,6,4,3,1,0,0,True,False,True,False,False,security;workflow_automation;integration_tools,5,0,False
random,ddunnock-claude-plugins-skills-fishbone-diagram-skill-md,ddunnock-claude-plugins-skills-fishbone-diagram-skill-md,fishbone-diagram,ddunnock,1,1769892934,https://github.com/ddunnock/claude-plugins/tree/main/skills/fishbone-diagram,https://skillsmp.com/skills/ddunnock-claude-plugins-skills-fishbone-diagram-skill-md,15,4,2,121579,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/ddunnock-claude-plugins-skills-fishbone-diagram-skill-md/content,True,SKILL.md,198,1112,13,0,21,19,0,3,2,0,0,0,True,True,True,True,False,coding_dev;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;integration_tools,5,0,False
random,desplega-ai-ai-toolbox-cc-plugin-base-skills-tdd-planning-skill-md,desplega-ai-ai-toolbox-cc-plugin-base-skills-tdd-planning-skill-md,tdd-planning,desplega-ai,12,1768954755,https://github.com/desplega-ai/ai-toolbox/tree/main/cc-plugin/base/skills/tdd-planning,https://skillsmp.com/skills/desplega-ai-ai-toolbox-cc-plugin-base-skills-tdd-planning-skill-md,2,0,1,14225,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/desplega-ai-ai-toolbox-cc-plugin-base-skills-tdd-planning-skill-md/content,True,SKILL.md,242,1255,24,12,24,42,18,0,7,0,0,0,False,True,False,False,False,coding_dev;documentation_writing;research_analysis;workflow_automation;integration_tools,5,0,False
random,djankies-claude-configs-plugin-template-skills-reference-educational-template-skill-md,djankies-claude-configs-plugin-template-skills-reference-educational-template-skill-md,reference-educational-template,djankies,0,1764089123,https://github.com/djankies/claude-configs/tree/main/plugin-template/skills/reference-educational-template,https://skillsmp.com/skills/djankies-claude-configs-plugin-template-skills-reference-educational-template-skill-md,2,1,2,8850,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/djankies-claude-configs-plugin-template-skills-reference-educational-template-skill-md/content,True,SKILL.md,113,305,10,6,16,10,0,12,3,0,0,0,False,True,True,False,False,coding_dev;workflow_automation,5,0,False
random,drew-daniels-dotfiles-dot-gemini-skills-code-reviewer-skill-md,drew-daniels-dotfiles-dot-gemini-skills-code-reviewer-skill-md,code-reviewer,Drew-Daniels,0,1768324838,https://github.com/Drew-Daniels/dotfiles/tree/main/dot_gemini/skills/code-reviewer,https://skillsmp.com/skills/drew-daniels-dotfiles-dot-gemini-skills-code-reviewer-skill-md,1,0,1,878,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/drew-daniels-dotfiles-dot-gemini-skills-code-reviewer-skill-md/content,True,SKILL.md,22,124,1,0,4,0,0,0,0,0,0,0,False,False,False,False,False,coding_dev;security;workflow_automation,5,0,False
random,dsifry-goodtogo-claude-plugins-superpowers-skills-defense-in-depth-skill-md,dsifry-goodtogo-claude-plugins-superpowers-skills-defense-in-depth-skill-md,defense-in-depth,dsifry,42,1768501028,https://github.com/dsifry/goodtogo/tree/main/.claude/plugins/superpowers/skills/defense-in-depth,https://skillsmp.com/skills/dsifry-goodtogo-claude-plugins-superpowers-skills-defense-in-depth-skill-md,1,0,1,3883,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/dsifry-goodtogo-claude-plugins-superpowers-skills-defense-in-depth-skill-md/content,True,SKILL.md,127,489,11,8,8,12,0,1,1,3,0,0,False,False,False,False,False,coding_dev;workflow_automation,5,0,False
random,dtmc-marketplace-governance-skills-ai-testing-skill-md,dtmc-marketplace-governance-skills-ai-testing-skill-md,ai-testing,DTMC-marketplace,0,1770310438,https://github.com/DTMC-marketplace/governance/tree/main/skills/ai-testing,https://skillsmp.com/skills/dtmc-marketplace-governance-skills-ai-testing-skill-md,12,3,2,31844,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/dtmc-marketplace-governance-skills-ai-testing-skill-md/content,True,SKILL.md,27,274,2,0,3,9,1,0,0,0,0,0,True,True,False,True,False,data_ml_ai;security;documentation_writing;research_analysis;workflow_automation,5,0,False
random,fabriqaai-specs-md-src-flows-fire-agents-planner-skills-design-doc-generate-skill-md,fabriqaai-specs-md-src-flows-fire-agents-planner-skills-design-doc-generate-skill-md,design-doc-generate,fabriqaai,46,1769241761,https://github.com/fabriqaai/specs.md/tree/main/src/flows/fire/agents/planner/skills/design-doc-generate,https://skillsmp.com/skills/fabriqaai-specs-md-src-flows-fire-agents-planner-skills-design-doc-generate-skill-md,2,1,2,7168,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/fabriqaai-specs-md-src-flows-fire-agents-planner-skills-design-doc-generate-skill-md/content,True,SKILL.md,156,574,6,0,0,3,22,0,1,7,1,0,False,True,False,False,False,coding_dev;data_ml_ai;documentation_writing;research_analysis;integration_tools,5,0,False
random,microck-ordinary-claude-skills-skills-all-design-by-contract-skill-md,microck-ordinary-claude-skills-skills-all-design-by-contract-skill-md,design-by-contract,Microck,119,1764886459,https://github.com/Microck/ordinary-claude-skills/tree/main/skills_all/design-by-contract,https://skillsmp.com/skills/microck-ordinary-claude-skills-skills-all-design-by-contract-skill-md,2,0,1,32438,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/microck-ordinary-claude-skills-skills-all-design-by-contract-skill-md/content,True,SKILL.md,1196,3650,148,124,44,73,3,3,7,94,0,0,False,False,False,True,False,coding_dev;documentation_writing;research_analysis;workflow_automation;integration_tools,5,0,False
random,reggiechan74-vp-real-estate-claude-skills-objection-handling-expert-skill-md,reggiechan74-vp-real-estate-claude-skills-objection-handling-expert-skill-md,objection-handling-expert,reggiechan74,7,1768507705,https://github.com/reggiechan74/vp-real-estate/tree/main/.claude/skills/objection-handling-expert,https://skillsmp.com/skills/reggiechan74-vp-real-estate-claude-skills-objection-handling-expert-skill-md,1,0,1,25052,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/reggiechan74-vp-real-estate-claude-skills-objection-handling-expert-skill-md/content,True,SKILL.md,513,3713,44,8,62,102,6,4,8,2,13,0,False,False,False,False,False,security;research_analysis,5,0,False
random,robonet-tech-skills-skills-improve-trading-strategies-skill-md,robonet-tech-skills-skills-improve-trading-strategies-skill-md,improve-trading-strategies,robonet-tech,0,1770059566,https://github.com/robonet-tech/skills/tree/main/skills/improve-trading-strategies,https://skillsmp.com/skills/robonet-tech-skills-skills-improve-trading-strategies-skill-md,1,0,1,20421,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/robonet-tech-skills-skills-improve-trading-strategies-skill-md/content,True,SKILL.md,692,2542,32,42,45,147,11,1,8,0,82,0,False,False,False,False,False,coding_dev;devops_infra;data_ml_ai;research_analysis;workflow_automation;integration_tools,5,0,False
random,rsyslog-rsyslog-agent-skills-rsyslog-test-skill-md,rsyslog-rsyslog-agent-skills-rsyslog-test-skill-md,rsyslog-test,rsyslog,2252,1769271569,https://github.com/rsyslog/rsyslog/tree/main/.agent/skills/rsyslog_test,https://skillsmp.com/skills/rsyslog-rsyslog-agent-skills-rsyslog-test-skill-md,1,0,1,4220,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/rsyslog-rsyslog-agent-skills-rsyslog-test-skill-md/content,True,SKILL.md,88,557,12,10,7,20,1,0,4,0,0,0,False,False,False,False,False,coding_dev;documentation_writing;workflow_automation;integration_tools,5,0,False
random,schuettc-claude-code-plugins-feature-workflow-skills-feature-plan-skill-md,schuettc-claude-code-plugins-feature-workflow-skills-feature-plan-skill-md,feature-plan,schuettc,4,1769397876,https://github.com/schuettc/claude-code-plugins/tree/main/feature-workflow/skills/feature-plan,https://skillsmp.com/skills/schuettc-claude-code-plugins-feature-workflow-skills-feature-plan-skill-md,5,0,1,20843,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/schuettc-claude-code-plugins-feature-workflow-skills-feature-plan-skill-md/content,True,SKILL.md,209,795,22,10,4,35,13,0,3,3,0,0,False,False,False,False,False,coding_dev;security;documentation_writing;research_analysis;workflow_automation;product_design;integration_tools,5,0,False
random,sundial-org-awesome-openclaw-skills-skills-people-memories-skill-md,sundial-org-awesome-openclaw-skills-skills-people-memories-skill-md,people-memories,sundial-org,35,1769996135,https://github.com/sundial-org/awesome-openclaw-skills/tree/main/skills/people-memories,https://skillsmp.com/skills/sundial-org-awesome-openclaw-skills-skills-people-memories-skill-md,4,3,3,19331,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/sundial-org-awesome-openclaw-skills-skills-people-memories-skill-md/content,True,SKILL.md,71,522,8,4,4,16,4,0,2,0,0,0,True,False,False,True,False,coding_dev;workflow_automation;product_design;integration_tools,5,0,False
random,tkgally-je-dict-1-claude-skills-polish-entries-skill-md,tkgally-je-dict-1-claude-skills-polish-entries-skill-md,polish-entries,tkgally,0,1769155188,https://github.com/tkgally/je-dict-1/tree/main/.claude/skills/polish-entries,https://skillsmp.com/skills/tkgally-je-dict-1-claude-skills-polish-entries-skill-md,1,0,1,8270,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/tkgally-je-dict-1-claude-skills-polish-entries-skill-md/content,True,SKILL.md,260,1064,36,14,26,43,2,24,5,0,0,0,False,False,False,False,False,documentation_writing;workflow_automation,5,0,False
random,vinnymeller-nixos-config-overlays-agents-customplug-skills-codex-skill-md,vinnymeller-nixos-config-overlays-agents-customplug-skills-codex-skill-md,codex,vinnymeller,11,1769588538,https://github.com/vinnymeller/nixos-config/tree/master/overlays/agents/customPlug/skills/codex,https://skillsmp.com/skills/vinnymeller-nixos-config-overlays-agents-customplug-skills-codex-skill-md,1,0,1,3707,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/vinnymeller-nixos-config-overlays-agents-customplug-skills-codex-skill-md/content,True,SKILL.md,74,536,10,4,0,7,2,1,6,1,3,0,False,False,False,False,False,coding_dev;data_ml_ai;documentation_writing;workflow_automation,5,0,False
